County,State,HealthCareCosts_PerCapita_LowerBound($),HealthCareCosts_PerCapita_UpperBound($),HealthCareCosts_PerCapita_AverageBound($)
Barbour,WV,18752.00,20004.00,19378.00
Berkeley,WV,17395.00,18752.00,18074.00
Brooke,WV,21533.00,36976.00,29255.00
Grant,WV,18752.00,20004.00,19378.00
Hampshire,WV,17395.00,18752.00,18074.00
Hancock,WV,21533.00,36976.00,29255.00
Hardy,WV,17395.00,18752.00,18074.00
Harrison,WV,20004.00,21533.00,20769.00
Jefferson,WV,17395.00,18752.00,18074.00
Lewis,WV,20004.00,21533.00,20769.00
Marion,WV,20004.00,21533.00,20769.00
Mineral,WV,20004.00,21533.00,20769.00
Monongalia,WV,20004.00,21533.00,20769.00
Morgan,WV,17395.00,18752.00,18074.00
Pendleton,WV,20004.00,21533.00,20769.00
Pocahontas,WV,20004.00,21533.00,20769.00
Preston,WV,18752.00,20004.00,19378.00
Randolph,WV,18752.00,20004.00,19378.00
Taylor,WV,21533.00,36976.00,29255.00
Tucker,WV,18752.00,20004.00,19378.00
Upshur,WV,17395.00,18752.00,18074.00
Webster,WV,21533.00,36976.00,29255.00
Fairfield,CT,20004.00,21533.00,20769.00
Hartford,CT,18752.00,20004.00,19378.00
Litchfield,CT,18752.00,20004.00,19378.00
Middlesex,CT,18752.00,20004.00,19378.00
New Haven,CT,20004.00,21533.00,20769.00
New London,CT,18752.00,20004.00,19378.00
Tolland,CT,17395.00,18752.00,18074.00
Windham,CT,18752.00,20004.00,19378.00
Androscoggin,ME,18752.00,20004.00,19378.00
Cumberland,ME,17395.00,18752.00,18074.00
Kennebec,ME,17395.00,18752.00,18074.00
Knox,ME,5293.00,17395.00,11344.00
Lincoln,ME,18752.00,20004.00,19378.00
Oxford,ME,20004.00,21533.00,20769.00
Sagadahoc,ME,18752.00,20004.00,19378.00
Waldo,ME,18752.00,20004.00,19378.00
York,ME,17395.00,18752.00,18074.00
Barnstable,MA,17395.00,18752.00,18074.00
Berkshire,MA,18752.00,20004.00,19378.00
Bristol,MA,20004.00,21533.00,20769.00
Dukes,MA,20004.00,21533.00,20769.00
Essex,MA,20004.00,21533.00,20769.00
Franklin,MA,17395.00,18752.00,18074.00
Hampden,MA,18752.00,20004.00,19378.00
Hampshire,MA,17395.00,18752.00,18074.00
Middlesex,MA,20004.00,21533.00,20769.00
Nantucket,MA,5293.00,17395.00,11344.00
Norfolk,MA,21533.00,36976.00,29255.00
Plymouth,MA,21533.00,36976.00,29255.00
Suffolk,MA,21533.00,36976.00,29255.00
Worcester,MA,20004.00,21533.00,20769.00
Belknap,NH,17395.00,18752.00,18074.00
Carroll,NH,18752.00,20004.00,19378.00
Cheshire,NH,18752.00,20004.00,19378.00
Grafton,NH,18752.00,20004.00,19378.00
Hillsborough,NH,20004.00,21533.00,20769.00
Merrimack,NH,17395.00,18752.00,18074.00
Rockingham,NH,18752.00,20004.00,19378.00
Strafford,NH,17395.00,18752.00,18074.00
Sullivan,NH,17395.00,18752.00,18074.00
Hudson,NJ,20004.00,21533.00,20769.00
Albany,NY,5293.00,17395.00,11344.00
Bronx,NY,21533.00,36976.00,29255.00
Columbia,NY,18752.00,20004.00,19378.00
Dutchess,NY,17395.00,18752.00,18074.00
Essex,NY,5293.00,17395.00,11344.00
Kings,NY,20004.00,21533.00,20769.00
Nassau,NY,18752.00,20004.00,19378.00
New York,NY,18752.00,20004.00,19378.00
Putnam,NY,20004.00,21533.00,20769.00
Queens,NY,20004.00,21533.00,20769.00
Rensselaer,NY,17395.00,18752.00,18074.00
Rockland,NY,20004.00,21533.00,20769.00
Saratoga,NY,5293.00,17395.00,11344.00
Schenectady,NY,5293.00,17395.00,11344.00
Suffolk,NY,20004.00,21533.00,20769.00
Warren,NY,5293.00,17395.00,11344.00
Washington,NY,17395.00,18752.00,18074.00
Westchester,NY,20004.00,21533.00,20769.00
Bristol,RI,17395.00,18752.00,18074.00
Kent,RI,17395.00,18752.00,18074.00
Newport,RI,18752.00,20004.00,19378.00
Providence,RI,18752.00,20004.00,19378.00
Washington,RI,5293.00,17395.00,11344.00
Addison,VT,5293.00,17395.00,11344.00
Bennington,VT,17395.00,18752.00,18074.00
Caledonia,VT,17395.00,18752.00,18074.00
Chittenden,VT,5293.00,17395.00,11344.00
Lamoille,VT,5293.00,17395.00,11344.00
Orange,VT,20004.00,21533.00,20769.00
Rutland,VT,18752.00,20004.00,19378.00
Washington,VT,17395.00,18752.00,18074.00
Windham,VT,18752.00,20004.00,19378.00
Windsor,VT,20004.00,21533.00,20769.00
Aroostook,ME,17395.00,18752.00,18074.00
Franklin,ME,5293.00,17395.00,11344.00
Hancock,ME,18752.00,20004.00,19378.00
Penobscot,ME,18752.00,20004.00,19378.00
Piscataquis,ME,18752.00,20004.00,19378.00
Somerset,ME,17395.00,18752.00,18074.00
Washington,ME,20004.00,21533.00,20769.00
Alcona,MI,5293.00,17395.00,11344.00
Alger,MI,17395.00,18752.00,18074.00
Alpena,MI,20004.00,21533.00,20769.00
Antrim,MI,5293.00,17395.00,11344.00
Baraga,MI,5293.00,17395.00,11344.00
Charlevoix,MI,17395.00,18752.00,18074.00
Cheboygan,MI,17395.00,18752.00,18074.00
Chippewa,MI,17395.00,18752.00,18074.00
Crawford,MI,18752.00,20004.00,19378.00
Delta,MI,17395.00,18752.00,18074.00
Dickinson,MI,17395.00,18752.00,18074.00
Emmet,MI,5293.00,17395.00,11344.00
Gogebic,MI,17395.00,18752.00,18074.00
Grand Traverse,MI,17395.00,18752.00,18074.00
Houghton,MI,17395.00,18752.00,18074.00
Iron,MI,18752.00,20004.00,19378.00
Kalkaska,MI,17395.00,18752.00,18074.00
Keweenaw,MI,18752.00,20004.00,19378.00
Leelanau,MI,5293.00,17395.00,11344.00
Luce,MI,21533.00,36976.00,29255.00
Mackinac,MI,5293.00,17395.00,11344.00
Marquette,MI,5293.00,17395.00,11344.00
Menominee,MI,17395.00,18752.00,18074.00
Montmorency,MI,5293.00,17395.00,11344.00
Ontonagon,MI,5293.00,17395.00,11344.00
Oscoda,MI,21533.00,36976.00,29255.00
Otsego,MI,17395.00,18752.00,18074.00
Presque Isle,MI,5293.00,17395.00,11344.00
Schoolcraft,MI,20004.00,21533.00,20769.00
Aitkin,MN,18752.00,20004.00,19378.00
Anoka,MN,18752.00,20004.00,19378.00
Carlton,MN,20004.00,21533.00,20769.00
Chisago,MN,20004.00,21533.00,20769.00
Cook,MN,5293.00,17395.00,11344.00
Dakota,MN,17395.00,18752.00,18074.00
Hennepin,MN,18752.00,20004.00,19378.00
Isanti,MN,17395.00,18752.00,18074.00
Kanabec,MN,17395.00,18752.00,18074.00
Lake,MN,18752.00,20004.00,19378.00
Mille Lacs,MN,18752.00,20004.00,19378.00
Pine,MN,20004.00,21533.00,20769.00
Ramsey,MN,18752.00,20004.00,19378.00
St. Louis,MN,17395.00,18752.00,18074.00
Scott,MN,18752.00,20004.00,19378.00
Washington,MN,17395.00,18752.00,18074.00
Coos,NH,18752.00,20004.00,19378.00
Clinton,NY,17395.00,18752.00,18074.00
Essex,VT,17395.00,18752.00,18074.00
Franklin,VT,5293.00,17395.00,11344.00
Grand Isle,VT,5293.00,17395.00,11344.00
Orleans,VT,17395.00,18752.00,18074.00
Ashland,WI,18752.00,20004.00,19378.00
Barron,WI,21533.00,36976.00,29255.00
Bayfield,WI,20004.00,21533.00,20769.00
Burnett,WI,21533.00,36976.00,29255.00
Chippewa,WI,5293.00,17395.00,11344.00
Clark,WI,18752.00,20004.00,19378.00
Door,WI,5293.00,17395.00,11344.00
Douglas,WI,21533.00,36976.00,29255.00
Dunn,WI,18752.00,20004.00,19378.00
Eau Claire,WI,5293.00,17395.00,11344.00
Florence,WI,17395.00,18752.00,18074.00
Forest,WI,5293.00,17395.00,11344.00
Iron,WI,17395.00,18752.00,18074.00
Langlade,WI,18752.00,20004.00,19378.00
Lincoln,WI,5293.00,17395.00,11344.00
Marathon,WI,5293.00,17395.00,11344.00
Marinette,WI,5293.00,17395.00,11344.00
Menominee,WI,20004.00,21533.00,20769.00
Oconto,WI,5293.00,17395.00,11344.00
Oneida,WI,5293.00,17395.00,11344.00
Pierce,WI,18752.00,20004.00,19378.00
Polk,WI,20004.00,21533.00,20769.00
Price,WI,17395.00,18752.00,18074.00
Rusk,WI,17395.00,18752.00,18074.00
St. Croix,WI,20004.00,21533.00,20769.00
Sawyer,WI,5293.00,17395.00,11344.00
Shawano,WI,17395.00,18752.00,18074.00
Taylor,WI,18752.00,20004.00,19378.00
Vilas,WI,5293.00,17395.00,11344.00
Washburn,WI,18752.00,20004.00,19378.00
American Samoa,AS,,,#DIV/0!
Guam,GU,5293.00,17395.00,11344.00
Mariana Islands,MP,,,#DIV/0!
Adjuntas,PR,5293.00,17395.00,11344.00
Aguada,PR,5293.00,17395.00,11344.00
Aguadilla,PR,5293.00,17395.00,11344.00
Aguas Buenas,PR,5293.00,17395.00,11344.00
Aibonito,PR,5293.00,17395.00,11344.00
Anasco,PR,5293.00,17395.00,11344.00
Arecibo,PR,5293.00,17395.00,11344.00
Arroyo,PR,5293.00,17395.00,11344.00
Barceloneta,PR,5293.00,17395.00,11344.00
Barranquitas,PR,5293.00,17395.00,11344.00
Bayamon,PR,5293.00,17395.00,11344.00
Cabo Rojo,PR,5293.00,17395.00,11344.00
Caguas,PR,5293.00,17395.00,11344.00
Camuy,PR,5293.00,17395.00,11344.00
Canovanas,PR,5293.00,17395.00,11344.00
Carolina,PR,5293.00,17395.00,11344.00
Catano,PR,5293.00,17395.00,11344.00
Cayey,PR,5293.00,17395.00,11344.00
Ceiba,PR,5293.00,17395.00,11344.00
Ciales,PR,5293.00,17395.00,11344.00
Cidra,PR,5293.00,17395.00,11344.00
Coamo,PR,5293.00,17395.00,11344.00
Comerio,PR,5293.00,17395.00,11344.00
Corozal,PR,5293.00,17395.00,11344.00
Culebra,PR,,,#DIV/0!
Dorado,PR,5293.00,17395.00,11344.00
Fajardo,PR,5293.00,17395.00,11344.00
Florida,PR,5293.00,17395.00,11344.00
Guanica,PR,5293.00,17395.00,11344.00
Guayama,PR,5293.00,17395.00,11344.00
Guayanilla,PR,5293.00,17395.00,11344.00
Guaynabo,PR,5293.00,17395.00,11344.00
Gurabo,PR,5293.00,17395.00,11344.00
Hatillo,PR,5293.00,17395.00,11344.00
Hormigueros,PR,5293.00,17395.00,11344.00
Humacao,PR,5293.00,17395.00,11344.00
Isabela,PR,5293.00,17395.00,11344.00
Jayuya,PR,5293.00,17395.00,11344.00
Juana Diaz,PR,5293.00,17395.00,11344.00
Juncos,PR,5293.00,17395.00,11344.00
Lajas,PR,5293.00,17395.00,11344.00
Lares,PR,5293.00,17395.00,11344.00
Las Marias,PR,,,#DIV/0!
Las Piedras,PR,5293.00,17395.00,11344.00
Loiza,PR,5293.00,17395.00,11344.00
Luquillo,PR,5293.00,17395.00,11344.00
Manati,PR,5293.00,17395.00,11344.00
Maricao,PR,,,#DIV/0!
Maunabo,PR,5293.00,17395.00,11344.00
Mayaguez,PR,5293.00,17395.00,11344.00
Moca,PR,5293.00,17395.00,11344.00
Morovis,PR,5293.00,17395.00,11344.00
Naguabo,PR,5293.00,17395.00,11344.00
Naranjito,PR,5293.00,17395.00,11344.00
Orocovis,PR,5293.00,17395.00,11344.00
Patillas,PR,5293.00,17395.00,11344.00
Penuelas,PR,5293.00,17395.00,11344.00
Ponce,PR,5293.00,17395.00,11344.00
Quebradillas,PR,5293.00,17395.00,11344.00
Rincon,PR,17395.00,18752.00,18074.00
Rio Grande,PR,5293.00,17395.00,11344.00
Sabana Grande,PR,5293.00,17395.00,11344.00
Salinas,PR,5293.00,17395.00,11344.00
San German,PR,5293.00,17395.00,11344.00
San Juan,PR,5293.00,17395.00,11344.00
San Lorenzo,PR,5293.00,17395.00,11344.00
San Sebastian,PR,5293.00,17395.00,11344.00
Santa Isabel,PR,17395.00,18752.00,18074.00
Toa Alta,PR,5293.00,17395.00,11344.00
Toa Baja,PR,5293.00,17395.00,11344.00
Trujillo Alto,PR,5293.00,17395.00,11344.00
Utuado,PR,5293.00,17395.00,11344.00
Vega Alta,PR,5293.00,17395.00,11344.00
Vega Baja,PR,5293.00,17395.00,11344.00
Vieques,PR,5293.00,17395.00,11344.00
Villalba,PR,17395.00,18752.00,18074.00
Yabucoa,PR,5293.00,17395.00,11344.00
Yauco,PR,5293.00,17395.00,11344.00
Saint Croix (County Equivalent),VI,20004.00,21533.00,20769.00
Saint John (County Equivalent),VI,17395.00,18752.00,18074.00
Saint Thomas (County Equivalent),VI,5293.00,17395.00,11344.00
