FIPS Code,Name,State,Value,LowRange($),HighRange($),Average($)
48179,Gray,(TX),20106,"20,004","21,533","20,769"
48181,Grayson,(TX),23269,"21,533","36,976","29,255"
48183,Gregg,(TX),23362,"21,533","36,976","29,255"
48189,Hale,(TX),21995,"21,533","36,976","29,255"
48191,Hall,(TX),20279,"20,004","21,533","20,769"
48195,Hansford,(TX),18280,"17,395","18,752","18,074"
48197,Hardeman,(TX),22811,"21,533","36,976","29,255"
48203,Harrison,(TX),21772,"21,533","36,976","29,255"
48205,Hartley,(TX),24843,"21,533","36,976","29,255"
48207,Haskell,(TX),23422,"21,533","36,976","29,255"
48211,Hemphill,(TX),13137,"5,293","17,395","11,344"
48213,Henderson,(TX),21692,"21,533","36,976","29,255"
48219,Hockley,(TX),21324,"20,004","21,533","20,769"
48221,Hood,(TX),20271,"20,004","21,533","20,769"
48223,Hopkins,(TX),22130,"21,533","36,976","29,255"
48227,Howard,(TX),21091,"20,004","21,533","20,769"
48231,Hunt,(TX),24642,"21,533","36,976","29,255"
48233,Hutchinson,(TX),21378,"20,004","21,533","20,769"
48237,Jack,(TX),20326,"20,004","21,533","20,769"
48251,Johnson,(TX),21723,"21,533","36,976","29,255"
48253,Jones,(TX),21969,"21,533","36,976","29,255"
48257,Kaufman,(TX),23737,"21,533","36,976","29,255"
48263,Kent,(TX),21145,"20,004","21,533","20,769"
48269,King,(TX),-9999,,,#DIV/0!
48275,Knox,(TX),23927,"21,533","36,976","29,255"
48277,Lamar,(TX),19666,"18,752","20,004","19,378"
48279,Lamb,(TX),17767,"17,395","18,752","18,074"
48295,Lipscomb,(TX),15883,"5,293","17,395","11,344"
48303,Lubbock,(TX),20588,"20,004","21,533","20,769"
48305,Lynn,(TX),29825,"21,533","36,976","29,255"
48315,Marion,(TX),25523,"21,533","36,976","29,255"
48317,Martin,(TX),25184,"21,533","36,976","29,255"
48335,Mitchell,(TX),28263,"21,533","36,976","29,255"
48337,Montague,(TX),22593,"21,533","36,976","29,255"
48341,Moore,(TX),21599,"21,533","36,976","29,255"
48343,Morris,(TX),24385,"21,533","36,976","29,255"
48345,Motley,(TX),20020,"20,004","21,533","20,769"
48353,Nolan,(TX),20868,"20,004","21,533","20,769"
48357,Ochiltree,(TX),18694,"17,395","18,752","18,074"
48359,Oldham,(TX),16742,"5,293","17,395","11,344"
48363,Palo Pinto,(TX),21164,"20,004","21,533","20,769"
48365,Panola,(TX),25027,"21,533","36,976","29,255"
48367,Parker,(TX),22662,"21,533","36,976","29,255"
48369,Parmer,(TX),18301,"17,395","18,752","18,074"
48375,Potter,(TX),21248,"20,004","21,533","20,769"
48379,Rains,(TX),24731,"21,533","36,976","29,255"
48381,Randall,(TX),18615,"17,395","18,752","18,074"
48387,Red River,(TX),19234,"18,752","20,004","19,378"
48393,Roberts,(TX),16853,"5,293","17,395","11,344"
48397,Rockwall,(TX),21969,"21,533","36,976","29,255"
48401,Rusk,(TX),22993,"21,533","36,976","29,255"
48415,Scurry,(TX),20769,"20,004","21,533","20,769"
48417,Shackelford,(TX),21218,"20,004","21,533","20,769"
48421,Sherman,(TX),17887,"17,395","18,752","18,074"
48423,Smith,(TX),21022,"20,004","21,533","20,769"
48425,Somervell,(TX),22441,"21,533","36,976","29,255"
48429,Stephens,(TX),22552,"21,533","36,976","29,255"
48433,Stonewall,(TX),24986,"21,533","36,976","29,255"
48437,Swisher,(TX),21295,"20,004","21,533","20,769"
48439,Tarrant,(TX),23199,"21,533","36,976","29,255"
48441,Taylor,(TX),22143,"21,533","36,976","29,255"
48445,Terry,(TX),23955,"21,533","36,976","29,255"
48447,Throckmorton,(TX),25295,"21,533","36,976","29,255"
48449,Titus,(TX),23292,"21,533","36,976","29,255"
48459,Upshur,(TX),22123,"21,533","36,976","29,255"
48467,Van Zandt,(TX),22286,"21,533","36,976","29,255"
48483,Wheeler,(TX),26877,"21,533","36,976","29,255"
48485,Wichita,(TX),22500,"21,533","36,976","29,255"
48487,Wilbarger,(TX),22487,"21,533","36,976","29,255"
48497,Wise,(TX),24654,"21,533","36,976","29,255"
48499,Wood,(TX),21483,"20,004","21,533","20,769"
48501,Yoakum,(TX),25055,"21,533","36,976","29,255"
48503,Young,(TX),24188,"21,533","36,976","29,255"
56001,Albany,(WY),18326,"17,395","18,752","18,074"
56005,Campbell,(WY),17156,"5,293","17,395","11,344"
56009,Converse,(WY),21920,"21,533","36,976","29,255"
56011,Crook,(WY),18778,"18,752","20,004","19,378"
56015,Goshen,(WY),19493,"18,752","20,004","19,378"
56019,Johnson,(WY),17900,"17,395","18,752","18,074"
56021,Laramie,(WY),20664,"20,004","21,533","20,769"
56027,Niobrara,(WY),25683,"21,533","36,976","29,255"
56031,Platte,(WY),21049,"20,004","21,533","20,769"
56045,Weston,(WY),18267,"17,395","18,752","18,074"
16003,Adams,(ID),16499,"5,293","17,395","11,344"
16009,Benewah,(ID),17527,"17,395","18,752","18,074"
16017,Bonner,(ID),15930,"5,293","17,395","11,344"
16021,Boundary,(ID),18441,"17,395","18,752","18,074"
16035,Clearwater,(ID),17868,"17,395","18,752","18,074"
16049,Idaho,(ID),19177,"18,752","20,004","19,378"
16055,Kootenai,(ID),16230,"5,293","17,395","11,344"
16057,Latah,(ID),17870,"17,395","18,752","18,074"
16059,Lemhi,(ID),15679,"5,293","17,395","11,344"
16061,Lewis,(ID),17307,"5,293","17,395","11,344"
16069,Nez Perce,(ID),18007,"17,395","18,752","18,074"
16079,Shoshone,(ID),17888,"17,395","18,752","18,074"
16085,Valley,(ID),20825,"20,004","21,533","20,769"
27005,Becker,(MN),20078,"20,004","21,533","20,769"
27007,Beltrami,(MN),19465,"18,752","20,004","19,378"
27009,Benton,(MN),17330,"5,293","17,395","11,344"
27011,Big Stone,(MN),25098,"21,533","36,976","29,255"
27019,Carver,(MN),15798,"5,293","17,395","11,344"
27021,Cass,(MN),18730,"17,395","18,752","18,074"
27023,Chippewa,(MN),22455,"21,533","36,976","29,255"
27027,Clay,(MN),18252,"17,395","18,752","18,074"
27029,Clearwater,(MN),24043,"21,533","36,976","29,255"
27035,Crow Wing,(MN),19860,"18,752","20,004","19,378"
27041,Douglas,(MN),21250,"20,004","21,533","20,769"
27051,Grant,(MN),23673,"21,533","36,976","29,255"
27057,Hubbard,(MN),20316,"20,004","21,533","20,769"
27061,Itasca,(MN),18531,"17,395","18,752","18,074"
27067,Kandiyohi,(MN),19713,"18,752","20,004","19,378"
27069,Kittson,(MN),18753,"18,752","20,004","19,378"
27071,Koochiching,(MN),16474,"5,293","17,395","11,344"
27073,Lac qui Parle,(MN),17343,"5,293","17,395","11,344"
27077,Lake of the Woods,(MN),26565,"21,533","36,976","29,255"
27085,McLeod,(MN),18863,"18,752","20,004","19,378"
27087,Mahnomen,(MN),18601,"17,395","18,752","18,074"
27089,Marshall,(MN),19842,"18,752","20,004","19,378"
27093,Meeker,(MN),19376,"18,752","20,004","19,378"
27097,Morrison,(MN),19421,"18,752","20,004","19,378"
27107,Norman,(MN),18836,"18,752","20,004","19,378"
27111,Otter Tail,(MN),16626,"5,293","17,395","11,344"
27113,Pennington,(MN),21103,"20,004","21,533","20,769"
27119,Polk,(MN),19906,"18,752","20,004","19,378"
27121,Pope,(MN),19041,"18,752","20,004","19,378"
27125,Red Lake,(MN),18798,"18,752","20,004","19,378"
27129,Renville,(MN),24854,"21,533","36,976","29,255"
27135,Roseau,(MN),19518,"18,752","20,004","19,378"
27141,Sherburne,(MN),21206,"20,004","21,533","20,769"
27145,Stearns,(MN),18272,"17,395","18,752","18,074"
27149,Stevens,(MN),29293,"21,533","36,976","29,255"
27151,Swift,(MN),23992,"21,533","36,976","29,255"
27153,Todd,(MN),24249,"21,533","36,976","29,255"
27155,Traverse,(MN),19444,"18,752","20,004","19,378"
27159,Wadena,(MN),23253,"21,533","36,976","29,255"
27167,Wilkin,(MN),19223,"18,752","20,004","19,378"
27171,Wright,(MN),19895,"18,752","20,004","19,378"
27173,Yellow Medicine,(MN),25610,"21,533","36,976","29,255"
30001,Beaverhead,(MT),17617,"17,395","18,752","18,074"
30003,Big Horn,(MT),23006,"21,533","36,976","29,255"
30005,Blaine,(MT),20973,"20,004","21,533","20,769"
30007,Broadwater,(MT),14758,"5,293","17,395","11,344"
30009,Carbon,(MT),19810,"18,752","20,004","19,378"
30011,Carter,(MT),20838,"20,004","21,533","20,769"
30013,Cascade,(MT),18520,"17,395","18,752","18,074"
30015,Chouteau,(MT),17877,"17,395","18,752","18,074"
30017,Custer,(MT),16980,"5,293","17,395","11,344"
30019,Daniels,(MT),23483,"21,533","36,976","29,255"
30021,Dawson,(MT),18623,"17,395","18,752","18,074"
30023,Deer Lodge,(MT),20191,"20,004","21,533","20,769"
30025,Fallon,(MT),22874,"21,533","36,976","29,255"
30027,Fergus,(MT),17991,"17,395","18,752","18,074"
30029,Flathead,(MT),16297,"5,293","17,395","11,344"
30031,Gallatin,(MT),17748,"17,395","18,752","18,074"
30033,Garfield,(MT),20030,"20,004","21,533","20,769"
30035,Glacier,(MT),17741,"17,395","18,752","18,074"
30037,Golden Valley,(MT),13420,"5,293","17,395","11,344"
30039,Granite,(MT),19019,"18,752","20,004","19,378"
30041,Hill,(MT),16500,"5,293","17,395","11,344"
30043,Jefferson,(MT),17121,"5,293","17,395","11,344"
30045,Judith Basin,(MT),16475,"5,293","17,395","11,344"
30047,Lake,(MT),18041,"17,395","18,752","18,074"
30049,Lewis and Clark,(MT),16124,"5,293","17,395","11,344"
30051,Liberty,(MT),23470,"21,533","36,976","29,255"
30053,Lincoln,(MT),14514,"5,293","17,395","11,344"
30055,McCone,(MT),34993,"21,533","36,976","29,255"
30057,Madison,(MT),19055,"18,752","20,004","19,378"
30059,Meagher,(MT),18039,"17,395","18,752","18,074"
30061,Mineral,(MT),16643,"5,293","17,395","11,344"
30063,Missoula,(MT),16674,"5,293","17,395","11,344"
30065,Musselshell,(MT),22065,"21,533","36,976","29,255"
30067,Park,(MT),18789,"18,752","20,004","19,378"
30069,Petroleum,(MT),-9999,,,#DIV/0!
30071,Phillips,(MT),15703,"5,293","17,395","11,344"
30073,Pondera,(MT),16645,"5,293","17,395","11,344"
30075,Powder River,(MT),13310,"5,293","17,395","11,344"
30077,Powell,(MT),18985,"18,752","20,004","19,378"
30079,Prairie,(MT),13963,"5,293","17,395","11,344"
30081,Ravalli,(MT),16693,"5,293","17,395","11,344"
30083,Richland,(MT),17761,"17,395","18,752","18,074"
30085,Roosevelt,(MT),20466,"20,004","21,533","20,769"
30087,Rosebud,(MT),20696,"20,004","21,533","20,769"
30089,Sanders,(MT),15865,"5,293","17,395","11,344"
30091,Sheridan,(MT),14741,"5,293","17,395","11,344"
30093,Silver Bow,(MT),18009,"17,395","18,752","18,074"
30095,Stillwater,(MT),18949,"18,752","20,004","19,378"
30097,Sweet Grass,(MT),14302,"5,293","17,395","11,344"
30099,Teton,(MT),14677,"5,293","17,395","11,344"
30101,Toole,(MT),16796,"5,293","17,395","11,344"
30103,Treasure,(MT),11775,"5,293","17,395","11,344"
30105,Valley,(MT),21564,"21,533","36,976","29,255"
30107,Wheatland,(MT),26834,"21,533","36,976","29,255"
30109,Wibaux,(MT),12040,"5,293","17,395","11,344"
30111,Yellowstone,(MT),18688,"17,395","18,752","18,074"
38001,Adams,(ND),16455,"5,293","17,395","11,344"
38003,Barnes,(ND),16313,"5,293","17,395","11,344"
38005,Benson,(ND),19200,"18,752","20,004","19,378"
38007,Billings,(ND),11215,"5,293","17,395","11,344"
38009,Bottineau,(ND),16578,"5,293","17,395","11,344"
38011,Bowman,(ND),19609,"18,752","20,004","19,378"
38013,Burke,(ND),22558,"21,533","36,976","29,255"
38015,Burleigh,(ND),16232,"5,293","17,395","11,344"
38017,Cass,(ND),19282,"18,752","20,004","19,378"
38019,Cavalier,(ND),15024,"5,293","17,395","11,344"
38021,Dickey,(ND),20859,"20,004","21,533","20,769"
38023,Divide,(ND),20609,"20,004","21,533","20,769"
38025,Dunn,(ND),13018,"5,293","17,395","11,344"
38027,Eddy,(ND),18654,"17,395","18,752","18,074"
38029,Emmons,(ND),20529,"20,004","21,533","20,769"
38031,Foster,(ND),15393,"5,293","17,395","11,344"
38033,Golden Valley,(ND),12388,"5,293","17,395","11,344"
38035,Grand Forks,(ND),18969,"18,752","20,004","19,378"
38037,Grant,(ND),16990,"5,293","17,395","11,344"
38039,Griggs,(ND),21246,"20,004","21,533","20,769"
38041,Hettinger,(ND),15943,"5,293","17,395","11,344"
38043,Kidder,(ND),18101,"17,395","18,752","18,074"
38045,LaMoure,(ND),14079,"5,293","17,395","11,344"
38047,Logan,(ND),14021,"5,293","17,395","11,344"
38049,McHenry,(ND),15158,"5,293","17,395","11,344"
38051,McIntosh,(ND),20689,"20,004","21,533","20,769"
38053,McKenzie,(ND),19800,"18,752","20,004","19,378"
38055,McLean,(ND),16557,"5,293","17,395","11,344"
38057,Mercer,(ND),20157,"20,004","21,533","20,769"
38059,Morton,(ND),17395,"5,293","17,395","11,344"
38061,Mountrail,(ND),22120,"21,533","36,976","29,255"
38063,Nelson,(ND),15872,"5,293","17,395","11,344"
38065,Oliver,(ND),11240,"5,293","17,395","11,344"
38067,Pembina,(ND),19831,"18,752","20,004","19,378"
38069,Pierce,(ND),17618,"17,395","18,752","18,074"
38071,Ramsey,(ND),16995,"5,293","17,395","11,344"
38073,Ransom,(ND),18775,"18,752","20,004","19,378"
38075,Renville,(ND),16878,"5,293","17,395","11,344"
38077,Richland,(ND),19854,"18,752","20,004","19,378"
38079,Rolette,(ND),21153,"20,004","21,533","20,769"
38081,Sargent,(ND),21588,"21,533","36,976","29,255"
38083,Sheridan,(ND),12401,"5,293","17,395","11,344"
38085,Sioux,(ND),26186,"21,533","36,976","29,255"
38087,Slope,(ND),19630,"18,752","20,004","19,378"
38089,Stark,(ND),15275,"5,293","17,395","11,344"
38091,Steele,(ND),17784,"17,395","18,752","18,074"
38093,Stutsman,(ND),21167,"20,004","21,533","20,769"
38095,Towner,(ND),24895,"21,533","36,976","29,255"
38097,Traill,(ND),19611,"18,752","20,004","19,378"
38099,Walsh,(ND),19866,"18,752","20,004","19,378"
38101,Ward,(ND),17354,"5,293","17,395","11,344"
38103,Wells,(ND),18638,"17,395","18,752","18,074"
38105,Williams,(ND),20058,"20,004","21,533","20,769"
41001,Baker,(OR),16618,"5,293","17,395","11,344"
41049,Morrow,(OR),17147,"5,293","17,395","11,344"
41059,Umatilla,(OR),18830,"18,752","20,004","19,378"
41061,Union,(OR),17715,"17,395","18,752","18,074"
41063,Wallowa,(OR),19256,"18,752","20,004","19,378"
46013,Brown,(SD),18151,"17,395","18,752","18,074"
46019,Butte,(SD),17102,"5,293","17,395","11,344"
46021,Campbell,(SD),15493,"5,293","17,395","11,344"
46025,Clark,(SD),18938,"18,752","20,004","19,378"
46029,Codington,(SD),15948,"5,293","17,395","11,344"
46031,Corson,(SD),19667,"18,752","20,004","19,378"
46037,Day,(SD),17957,"17,395","18,752","18,074"
46039,Deuel,(SD),18826,"18,752","20,004","19,378"
46041,Dewey,(SD),24911,"21,533","36,976","29,255"
46045,Edmunds,(SD),18780,"18,752","20,004","19,378"
46049,Faulk,(SD),23727,"21,533","36,976","29,255"
46051,Grant,(SD),19957,"18,752","20,004","19,378"
46057,Hamlin,(SD),18503,"17,395","18,752","18,074"
46063,Harding,(SD),20246,"20,004","21,533","20,769"
46089,McPherson,(SD),17219,"5,293","17,395","11,344"
46091,Marshall,(SD),15246,"5,293","17,395","11,344"
46105,Perkins,(SD),16975,"5,293","17,395","11,344"
46107,Potter,(SD),18920,"18,752","20,004","19,378"
46109,Roberts,(SD),19510,"18,752","20,004","19,378"
46115,Spink,(SD),20045,"20,004","21,533","20,769"
46119,Sully,(SD),12867,"5,293","17,395","11,344"
46129,Walworth,(SD),17866,"17,395","18,752","18,074"
46137,Ziebach,(SD),15425,"5,293","17,395","11,344"
53001,Adams,(WA),20744,"20,004","21,533","20,769"
53003,Asotin,(WA),18752,"17,395","18,752","18,074"
53005,Benton,(WA),19692,"18,752","20,004","19,378"
53013,Columbia,(WA),21857,"21,533","36,976","29,255"
53017,Douglas,(WA),17006,"5,293","17,395","11,344"
53019,Ferry,(WA),17285,"5,293","17,395","11,344"
53021,Franklin,(WA),19051,"18,752","20,004","19,378"
53023,Garfield,(WA),18191,"17,395","18,752","18,074"
53025,Grant,(WA),17764,"17,395","18,752","18,074"
53043,Lincoln,(WA),19349,"18,752","20,004","19,378"
53051,Pend Oreille,(WA),16704,"5,293","17,395","11,344"
53063,Spokane,(WA),18203,"17,395","18,752","18,074"
53065,Stevens,(WA),18643,"17,395","18,752","18,074"
53071,Walla Walla,(WA),17288,"5,293","17,395","11,344"
53075,Whitman,(WA),16848,"5,293","17,395","11,344"
56033,Sheridan,(WY),16287,"5,293","17,395","11,344"
1003,Baldwin,(AL),16779,"5,293","17,395","11,344"
1005,Barbour,(AL),21589,"21,533","36,976","29,255"
1011,Bullock,(AL),21573,"21,533","36,976","29,255"
1013,Butler,(AL),20346,"20,004","21,533","20,769"
1023,Choctaw,(AL),22993,"21,533","36,976","29,255"
1025,Clarke,(AL),18950,"18,752","20,004","19,378"
1031,Coffee,(AL),17815,"17,395","18,752","18,074"
1035,Conecuh,(AL),19652,"18,752","20,004","19,378"
1039,Covington,(AL),20543,"20,004","21,533","20,769"
1041,Crenshaw,(AL),18975,"18,752","20,004","19,378"
1045,Dale,(AL),20946,"20,004","21,533","20,769"
1053,Escambia,(AL),20702,"20,004","21,533","20,769"
1061,Geneva,(AL),19363,"18,752","20,004","19,378"
1067,Henry,(AL),18647,"17,395","18,752","18,074"
1069,Houston,(AL),19521,"18,752","20,004","19,378"
1097,Mobile,(AL),19945,"18,752","20,004","19,378"
1099,Monroe,(AL),21251,"20,004","21,533","20,769"
1109,Pike,(AL),20340,"20,004","21,533","20,769"
1129,Washington,(AL),19448,"18,752","20,004","19,378"
1131,Wilcox,(AL),19831,"18,752","20,004","19,378"
12001,Alachua,(FL),20482,"20,004","21,533","20,769"
12003,Baker,(FL),23360,"21,533","36,976","29,255"
12005,Bay,(FL),20918,"20,004","21,533","20,769"
12007,Bradford,(FL),22398,"21,533","36,976","29,255"
12009,Brevard,(FL),18923,"18,752","20,004","19,378"
12013,Calhoun,(FL),23151,"21,533","36,976","29,255"
12015,Charlotte,(FL),18244,"17,395","18,752","18,074"
12017,Citrus,(FL),17133,"5,293","17,395","11,344"
12019,Clay,(FL),21033,"20,004","21,533","20,769"
12021,Collier,(FL),16067,"5,293","17,395","11,344"
12023,Columbia,(FL),23610,"21,533","36,976","29,255"
12027,DeSoto,(FL),19347,"18,752","20,004","19,378"
12029,Dixie,(FL),23903,"21,533","36,976","29,255"
12031,Duval,(FL),22732,"21,533","36,976","29,255"
12033,Escambia,(FL),20586,"20,004","21,533","20,769"
12035,Flagler,(FL),17594,"17,395","18,752","18,074"
12037,Franklin,(FL),16639,"5,293","17,395","11,344"
12039,Gadsden,(FL),19606,"18,752","20,004","19,378"
12041,Gilchrist,(FL),22495,"21,533","36,976","29,255"
12043,Glades,(FL),19608,"18,752","20,004","19,378"
12045,Gulf,(FL),19386,"18,752","20,004","19,378"
12047,Hamilton,(FL),20858,"20,004","21,533","20,769"
12049,Hardee,(FL),22456,"21,533","36,976","29,255"
12051,Hendry,(FL),21898,"21,533","36,976","29,255"
12053,Hernando,(FL),17999,"17,395","18,752","18,074"
12055,Highlands,(FL),20911,"20,004","21,533","20,769"
12057,Hillsborough,(FL),21733,"21,533","36,976","29,255"
12059,Holmes,(FL),19709,"18,752","20,004","19,378"
12061,Indian River,(FL),17206,"5,293","17,395","11,344"
12063,Jackson,(FL),20141,"20,004","21,533","20,769"
12065,Jefferson,(FL),23182,"21,533","36,976","29,255"
12067,Lafayette,(FL),24713,"21,533","36,976","29,255"
12069,Lake,(FL),18130,"17,395","18,752","18,074"
12071,Lee,(FL),18075,"17,395","18,752","18,074"
12073,Leon,(FL),19760,"18,752","20,004","19,378"
12075,Levy,(FL),20255,"20,004","21,533","20,769"
12077,Liberty,(FL),24120,"21,533","36,976","29,255"
12079,Madison,(FL),20628,"20,004","21,533","20,769"
12081,Manatee,(FL),18103,"17,395","18,752","18,074"
12083,Marion,(FL),17714,"17,395","18,752","18,074"
12087,Monroe,(FL),20498,"20,004","21,533","20,769"
12089,Nassau,(FL),19918,"18,752","20,004","19,378"
12091,Okaloosa,(FL),19440,"18,752","20,004","19,378"
12093,Okeechobee,(FL),21650,"21,533","36,976","29,255"
12095,Orange,(FL),21677,"21,533","36,976","29,255"
12097,Osceola,(FL),22317,"21,533","36,976","29,255"
12101,Pasco,(FL),20928,"20,004","21,533","20,769"
12103,Pinellas,(FL),22646,"21,533","36,976","29,255"
12105,Polk,(FL),20517,"20,004","21,533","20,769"
12107,Putnam,(FL),21719,"21,533","36,976","29,255"
12109,St. Johns,(FL),18256,"17,395","18,752","18,074"
12113,Santa Rosa,(FL),20065,"20,004","21,533","20,769"
12115,Sarasota,(FL),16825,"5,293","17,395","11,344"
12117,Seminole,(FL),20201,"20,004","21,533","20,769"
12119,Sumter,(FL),17026,"5,293","17,395","11,344"
12121,Suwannee,(FL),19686,"18,752","20,004","19,378"
12123,Taylor,(FL),17866,"17,395","18,752","18,074"
12125,Union,(FL),22401,"21,533","36,976","29,255"
12127,Volusia,(FL),19644,"18,752","20,004","19,378"
12129,Wakulla,(FL),19536,"18,752","20,004","19,378"
12131,Walton,(FL),18179,"17,395","18,752","18,074"
12133,Washington,(FL),21487,"20,004","21,533","20,769"
13001,Appling,(GA),19548,"18,752","20,004","19,378"
13003,Atkinson,(GA),17341,"5,293","17,395","11,344"
13005,Bacon,(GA),24970,"21,533","36,976","29,255"
13007,Baker,(GA),28414,"21,533","36,976","29,255"
13017,Ben Hill,(GA),19194,"18,752","20,004","19,378"
13019,Berrien,(GA),21046,"20,004","21,533","20,769"
13025,Brantley,(GA),21615,"21,533","36,976","29,255"
13027,Brooks,(GA),21914,"21,533","36,976","29,255"
13029,Bryan,(GA),17085,"5,293","17,395","11,344"
13037,Calhoun,(GA),23178,"21,533","36,976","29,255"
13039,Camden,(GA),20336,"20,004","21,533","20,769"
13049,Charlton,(GA),20750,"20,004","21,533","20,769"
13051,Chatham,(GA),20643,"20,004","21,533","20,769"
13061,Clay,(GA),21345,"20,004","21,533","20,769"
13065,Clinch,(GA),23003,"21,533","36,976","29,255"
13069,Coffee,(GA),20732,"20,004","21,533","20,769"
13071,Colquitt,(GA),20925,"20,004","21,533","20,769"
13075,Cook,(GA),18559,"17,395","18,752","18,074"
13081,Crisp,(GA),20554,"20,004","21,533","20,769"
13087,Decatur,(GA),17689,"17,395","18,752","18,074"
13095,Dougherty,(GA),21883,"21,533","36,976","29,255"
13099,Early,(GA),20604,"20,004","21,533","20,769"
13101,Echols,(GA),16267,"5,293","17,395","11,344"
13127,Glynn,(GA),21554,"21,533","36,976","29,255"
13131,Grady,(GA),17989,"17,395","18,752","18,074"
13155,Irwin,(GA),20763,"20,004","21,533","20,769"
13161,Jeff Davis,(GA),22119,"21,533","36,976","29,255"
13173,Lanier,(GA),21599,"21,533","36,976","29,255"
13177,Lee,(GA),16992,"5,293","17,395","11,344"
13179,Liberty,(GA),23053,"21,533","36,976","29,255"
13183,Long,(GA),21968,"21,533","36,976","29,255"
13185,Lowndes,(GA),19035,"18,752","20,004","19,378"
13191,McIntosh,(GA),20261,"20,004","21,533","20,769"
13201,Miller,(GA),31476,"21,533","36,976","29,255"
13205,Mitchell,(GA),19552,"18,752","20,004","19,378"
13229,Pierce,(GA),19405,"18,752","20,004","19,378"
13239,Quitman,(GA),18104,"17,395","18,752","18,074"
13243,Randolph,(GA),17564,"17,395","18,752","18,074"
13253,Seminole,(GA),19253,"18,752","20,004","19,378"
13259,Stewart,(GA),22077,"21,533","36,976","29,255"
13261,Sumter,(GA),19626,"18,752","20,004","19,378"
13267,Tattnall,(GA),22838,"21,533","36,976","29,255"
13271,Telfair,(GA),23368,"21,533","36,976","29,255"
13273,Terrell,(GA),18301,"17,395","18,752","18,074"
13275,Thomas,(GA),22007,"21,533","36,976","29,255"
13277,Tift,(GA),20497,"20,004","21,533","20,769"
13287,Turner,(GA),20812,"20,004","21,533","20,769"
13299,Ware,(GA),22261,"21,533","36,976","29,255"
13305,Wayne,(GA),20788,"20,004","21,533","20,769"
13307,Webster,(GA),21854,"21,533","36,976","29,255"
13309,Wheeler,(GA),28372,"21,533","36,976","29,255"
13315,Wilcox,(GA),26799,"21,533","36,976","29,255"
13321,Worth,(GA),21678,"21,533","36,976","29,255"
22001,Acadia,(LA),22608,"21,533","36,976","29,255"
22003,Allen,(LA),22394,"21,533","36,976","29,255"
22005,Ascension,(LA),20112,"20,004","21,533","20,769"
22007,Assumption,(LA),19264,"18,752","20,004","19,378"
22009,Avoyelles,(LA),24086,"21,533","36,976","29,255"
22011,Beauregard,(LA),21454,"20,004","21,533","20,769"
22019,Calcasieu,(LA),20517,"20,004","21,533","20,769"
22021,Caldwell,(LA),24078,"21,533","36,976","29,255"
22023,Cameron,(LA),18329,"17,395","18,752","18,074"
22025,Catahoula,(LA),21828,"21,533","36,976","29,255"
22029,Concordia,(LA),22641,"21,533","36,976","29,255"
22033,East Baton Rouge,(LA),20548,"20,004","21,533","20,769"
22037,East Feliciana,(LA),20095,"20,004","21,533","20,769"
22039,Evangeline,(LA),25535,"21,533","36,976","29,255"
22043,Grant,(LA),21803,"21,533","36,976","29,255"
22045,Iberia,(LA),20421,"20,004","21,533","20,769"
22047,Iberville,(LA),22616,"21,533","36,976","29,255"
22051,Jefferson,(LA),20853,"20,004","21,533","20,769"
22053,Jefferson Davis,(LA),21487,"20,004","21,533","20,769"
22055,Lafayette,(LA),19049,"18,752","20,004","19,378"
22057,Lafourche,(LA),18485,"17,395","18,752","18,074"
22059,La Salle,(LA),22256,"21,533","36,976","29,255"
22063,Livingston,(LA),21477,"20,004","21,533","20,769"
22069,Natchitoches,(LA),23067,"21,533","36,976","29,255"
22071,Orleans,(LA),22320,"21,533","36,976","29,255"
22075,Plaquemines,(LA),21217,"20,004","21,533","20,769"
22077,Pointe Coupee,(LA),21500,"20,004","21,533","20,769"
22079,Rapides,(LA),20753,"20,004","21,533","20,769"
22081,Red River,(LA),33840,"21,533","36,976","29,255"
22085,Sabine,(LA),21888,"21,533","36,976","29,255"
22087,St. Bernard,(LA),23799,"21,533","36,976","29,255"
22089,St. Charles,(LA),22323,"21,533","36,976","29,255"
22091,St. Helena,(LA),25019,"21,533","36,976","29,255"
22093,St. James,(LA),21940,"21,533","36,976","29,255"
22095,St. John the Baptist,(LA),21151,"20,004","21,533","20,769"
22097,St. Landry,(LA),21085,"20,004","21,533","20,769"
22099,St. Martin,(LA),19255,"18,752","20,004","19,378"
22101,St. Mary,(LA),21602,"21,533","36,976","29,255"
22103,St. Tammany,(LA),21228,"20,004","21,533","20,769"
22105,Tangipahoa,(LA),25151,"21,533","36,976","29,255"
22107,Tensas,(LA),20892,"20,004","21,533","20,769"
22109,Terrebonne,(LA),18742,"17,395","18,752","18,074"
22113,Vermilion,(LA),20985,"20,004","21,533","20,769"
22115,Vernon,(LA),22078,"21,533","36,976","29,255"
22117,Washington,(LA),26590,"21,533","36,976","29,255"
22121,West Baton Rouge,(LA),19829,"18,752","20,004","19,378"
22125,West Feliciana,(LA),24883,"21,533","36,976","29,255"
22127,Winn,(LA),24186,"21,533","36,976","29,255"
28001,Adams,(MS),20909,"20,004","21,533","20,769"
28005,Amite,(MS),17855,"17,395","18,752","18,074"
28021,Claiborne,(MS),32442,"21,533","36,976","29,255"
28023,Clarke,(MS),23791,"21,533","36,976","29,255"
28029,Copiah,(MS),20838,"20,004","21,533","20,769"
